trk_id;str_to_translate;context;fr_FR;es_ES;it_IT;de_DE
336695;I keep my boosts when I go to Reserve.;Cards;;;;
343848;Icons;Altered;;;;
336684;If I would be sent to Reserve, discard me instead.;Cards;;;;
340257;If you take this action, you won't be able to undo past this step because you will either roll a dice, draw card(s) from the deck or the discard, or someone else is going to make a decision;Altered;;;;
343031;If you would roll one or more dice, instead roll that many dice plus one and ignore the roll of your choice.;LY_Rare_TheOuroborosLyraBastion;;;;
324023;In tie-breaker this power have no effect.;MoveExpedition;;;;
336636;In true Axiom fashion, Kelon Elementals like to put everything to the taste.;AX_Common_KelonElemental;;;;
317703;Inari;MU_Common_Inari;;;;
317736;Intimidation;BR_Common_Intimidation;;;;
327602;Invoke ${tokenName};InvokeToken;;;;
318121;Jeanne d'Arc;"OD_Common_JeannedArc;OD_Rare_JeannedArc";;;;
318241;Jian, Assembly Overseer;"AX_Common_JianAssemblyOverseer;AX_Rare_JianAssemblyOverseer";;;;
318088;Kadigiran Alchemist;"YZ_Common_KadigiranAlchemist;YZ_Rare_KadigiranAlchemist";;;;
343025;Kadigiran Mage-Dancer;LY_Rare_KadigiranMageDancer;;;;
318124;Kakoba, Legion Commander;"OD_Common_KakobaLegionCommander;OD_Rare_KakobaLegionCommander";;;;
336578;Kappa;BR_Common_Kappa;;;;
343847;Keep up to 2 cards in Reserve and 2 in Landmarks, discard the rest;Altered;;;;
339753;Kelon Burst;AX_Common_KelonBurst;;;;
318243;Kelon Elemental;AX_Common_KelonElemental;;;;
327585;Kelon counter;AX_Common_BrassbugHub;;;;
331180;Kelon counters;AX_Common_KelonCylinder;;;;
339755;Kelonic Generator;AX_Rare_KelonicGenerator;;;;
317704;Kitsune;MU_Common_Kitsune;;;;
336656;"Kojo ""the rising star""";Altered;;;;
318219;Kojo & Booda;BR_Common_KojoBooda;;;;
318092;Kraken's Wrath;YZ_Common_KrakensWrath;;;;
318096;Lady of the Lake;YZ_Common_LadyoftheLake;;;;
327517;Landmark;Altered;;;;
317765;Layout;Altered;;;;
317759;Let ${player_name} gain ${resources_desc};Gain;;;;
331639;Let ${player_name} loose ${resources_desc};Loose;;;;
343059;Let me walk you to the door.;YZ_Common_BanishingGate;;;;
336665;Let your opponent take the initiative to better thwart their plans, slowly but surely.;Altered;;;;
343023;Like the Bravos, Lyras are drawn to freedom and the distant horizon.;"LY_Common_OuroborosTrickster;LY_Rare_OuroborosTrickster";;;;
318260;Lyra;"Statistics;Notifications;Stats;Altered;stats";;;;
318186;Lyra Chronicler;LY_Common_LyraChronicler;;;;
343106;Lyra Cloth Dancer;"MU_Rare_LyraClothDancer;LY_Common_LyraClothDancer";;;;
318192;Lyra Hero;LY_Common_NevenkaBlotch;;;;
318190;Lyra Skald;LY_Common_LyraSkald;;;;
336702;MANA;Players;;;;
336688;Maw 0/0/0;Cards;;;;
345540;Max landmark slots at night:;Players;;;;
345539;Max reserve slots at night:;Players;;;;
318158;Meditation Training;"MU_Common_MeditationTraining;MU_Rare_MeditationTraining";;;;
342634;Monolith Archivist;YZ_Rare_MonolithArchivist;;;;
341259;Monolith Rune-Scribe;"OD_Common_MonolithRuneScribe;OD_Rare_MonolithRuneScribe";;;;
323690;Move expedition;"MoveCard;MoveExpedition";;;;
317553;Muna;"Statistics;Notifications;Stats;Altered;stats";;;;
317707;Muna Druid;MU_Common_MunaDruid;;;;
318164;Muna Hero;MU_Common_TeijaNauraa;;;;
336680;My Expedition can't advance during Dusk.;Cards;;;;
343103;Nature must be nurtured to fully express its generosity.;MU_Common_TeijaNauraa;;;;
336658;"Nevenka ""the unpredictable""";Altered;;;;
318191;Nevenka & Blotch;LY_Common_NevenkaBlotch;;;;
331197;Next character <BOOST>;SpecialEffect;;;;
317691;No;"Statistics;stats";;;;
343145;No Brassbug would survive in the Tumult without armor.;AX_Common_FoundryArmorer;;;;
323679;No winner is found. New tiebreaker round starts;TurnTrait;;;;
343122;Not even the weight of the sky could make him buckle.;BR_Common_Atlas;;;;
336606;Nothing is created, nothing is lost, everything is transformed.;AX_Common_AxiomReprocessor;;;;
323677;Number of days;"Statistics;stats";;;;
317546;Number of turns;"Statistics;stats";;;;
318160;Nurture;"MU_Common_Nurture;MU_Rare_Nurture";;;;
327526;Off you go!;"YZ_Common_Offyougo;LY_Rare_Offyougo";;;;
317776;"Only ""Restart turn"" button";Altered;;;;
317778;"Only ""Undo last step"" button";Altered;;;;
343109;Only in harmony can the world thrive.;MU_Rare_Parvati;;;;
343127;Only the bravest can enter Haven.;BR_Common_HavenBouncer;;;;
340303;Open the Gates;OD_Rare_OpentheGates;;;;
318258;Ordis;"Statistics;Notifications;Stats;Altered;stats";;;;
318126;Ordis Cadets;OD_Common_OrdisCadets;;;;
318128;Ordis Carrier;OD_Common_OrdisCarrier;;;;
341257;Ordis Gatekeeper;OD_Common_OrdisGatekeeper;;;;
318138;Ordis Hero;OD_Common_SigismarWingspan;;;;
318130;Ordis Recruit;OD_Common_OrdisRecruit;;;;
336689;Ordis Recruit 1/1/1;Cards;;;;
318133;Ordis Spy;"OD_Common_OrdisSpy;OD_Rare_OrdisSpy";;;;
318134;Ordis Trooper;"OD_Common_OrdisTrooper;OD_Rare_OrdisTrooper";;;;
336543;Ouroboros Croupier;LY_Common_OuroborosCroupier;;;;
318196;Ouroboros Trickster;"LY_Common_OuroborosTrickster;LY_Rare_OuroborosTrickster";;;;
336548;Paint Prison;"LY_Common_PaintPrison;LY_Rare_PaintPrison";;;;
341263;Parvati;MU_Rare_Parvati;;;;
317694;Pass;"AbstractNode;Altered";;;;
317800;Pass action;Game;;;;
343841;Pass the turn and end your Afternoon;Altered;;;;
345593;Pay ${mana_cost};Pay;;;;
345537;Pay ${mana_cost} and use ${consume}{COUNTER};UseCounter;;;;
336490;Permanent - Landmark;"OD_Common_OrdisCarrier;OD_Common_TheMonolithOrdisBastion;LY_Rare_TheOuroborosLyraBastion;BR_Rare_TheSpindleMunaBastion;AX_Common_AxiomReprocessor;AX_Common_BrassbugHive;AX_Common_BrassbugHub;AX_Rare_BrassbugHive;AX_Rare_KelonicGenerator;AX_Rare_TheOuroborosLyraBastion";;;;
343829;Phase 1: Morning;Altered;;;;
343834;Phase 2: Noon;Altered;;;;
343836;Phase 3: Afternoon;Altered;;;;
343842;Phase 4: Dusk;Altered;;;;
343844;Phase 5: Night;Altered;;;;
343828;Phases of the day;Altered;;;;
317742;Physical Training;"MU_Rare_PhysicalTraining;BR_Common_PhysicalTraining;BR_Rare_PhysicalTraining";;;;
331194;Play ${card_name};PlayCard;;;;
345594;Play ${card_name} for ${mana_cost};PlayCard;;;;
336651;Play a card;PlayCard;;;;
343840;Play a card from your hand or Reserve;Altered;;;;
343141;Pushing back the Tumult sometimes prevents other Alterers from materializing their Eidolons. Regrettable, but necessary.;"AX_Common_AxiomScrambler;AX_Rare_AxiomScrambler";;;;
336649;Put ${n} to mana;DrawMana;;;;
343833;Put a card in Mana;Altered;;;;
336691;Put the top card of your deck in Reserve.;Cards;;;;
318222;Ratatoskr;"OD_Rare_Ratatoskr;BR_Common_Ratatoskr;BR_Rare_Ratatoskr";;;;
343831;Ready your cards;Altered;;;;
320911;Reserve;Altered;;;;
343846;Rest: Characters go to Reserve;Altered;;;;
317782;Restart turn;Altered;;;;
317775;Restart turn buttons;Altered;;;;
336690;Resupply;Cards;;;;
331195;Resupply ${n};Resupply;;;;
320423;Roll ${n} die;RollDie;;;;
345997;Roll a die. Target Character gains X boosts$<BB>, where X is the result.;LY_Common_AllIn;;;;
336692;Sabotage;Cards;;;;
341676;Sacrifice ${card};Discard;;;;
318100;Sakarabru;"YZ_Common_Sakarabru;YZ_Rare_Sakarabru";;;;
336694;Seasoned;Cards;;;;
336668;Selected cards will join your mana pool;Altered;;;;
336685;Send me to Discard instead of Reserve after my effect resolves.;Cards;;;;
336474;Send to Reserve target Character with Hand Cost {3} or less.;"YZ_Common_Offyougo;LY_Rare_Offyougo";;;;
317795;Settings;Altered;;;;
343243;Shape your own adventure, choose a faction and lead your expeditions through an ever-changing world. Be the first to discover what the universe of Altered has in store for you!;Gameinfos;;;;
343067;She won't read the future in the stars, she'll change it herself.;YZ_Common_YzmirStargazer;;;;
343074;She'll be followed long after she's gone.;"OD_Common_JeannedArc;OD_Rare_JeannedArc";;;;
336589;Shenlong;BR_Rare_Shenlong;;;;
317796;Show cards;Cards;;;;
336654;"Sierra ""the renowned engineer""";Altered;;;;
318248;Sierra & Oddball;AX_Common_SierraOddball;;;;
336662;"Sigismar ""the commander""";Altered;;;;
318137;Sigismar & Wingspan;OD_Common_SigismarWingspan;;;;
317712;Sneezer Shroom;"MU_Common_SneezerShroom;MU_Rare_SneezerShroom";;;;
343066;So far behind, and still so much to learn!;YZ_Common_StudiousDisciple;;;;
343084;Some lessons stick better than others.;OD_Common_StickyNoteSeals;;;;
343102;Some say the harvesters are the caretakers of the world-trees.;MU_Common_SpindleHarvesters;;;;
317792;Spell;Altered;;;;
336504;Spell - Boon;"MU_Common_MeditationTraining;MU_Common_Nurture;MU_Rare_MeditationTraining;MU_Rare_Nurture;MU_Rare_PhysicalTraining;LY_Common_AllIn;BR_Common_PhysicalTraining;BR_Rare_PhysicalTraining";;;;
336472;Spell - Disruption;"YZ_Common_BanishingGate;YZ_Common_KrakensWrath;YZ_Common_Offyougo;YZ_Common_SpyCraft;YZ_Rare_BeautySleep;OD_Common_StickyNoteSeals;MU_Common_BeautySleep;LY_Common_PaintPrison;LY_Rare_Offyougo;LY_Rare_PaintPrison;BR_Common_Intimidation;AX_Common_KelonBurst";;;;
336483;Spell - Maneuver;"OD_Common_Charge;OD_Rare_OpentheGates";;;;
317761;Spell cleanup;SpellCleanup;;;;
318162;Spindle Harvesters;MU_Common_SpindleHarvesters;;;;
318103;Spy Craft;YZ_Common_SpyCraft;;;;
339736;Sticky Note Seals;OD_Common_StickyNoteSeals;;;;
343080;Stirred, but not shaken.;"OD_Common_OrdisSpy;OD_Rare_OrdisSpy";;;;
327530;Studious Disciple;YZ_Common_StudiousDisciple;;;;
336657;Summon your firecat Companion to seize the advantage without delay, for only the brave make history!;Altered;;;;
327512;Sun Wukong;"BR_Common_SunWukong;BR_Rare_SunWukong";;;;
323691;Support ability;Altered;;;;
336663;Take the reins of the Ordis Legion and secure victory through sheer numbers!;Altered;;;;
336550;Tanuki;"LY_Common_Tanuki;LY_Rare_Tanuki";;;;
324036;Target ${n} card(s) to ${effect_desc};Target;;;;
324030;Target ${n} character(s) to ${effect_desc};Target;;;;
324033;Target ${n} permanent(s) to ${effect_desc};Target;;;;
345995;Target Character gains 3 boosts$<BB>.;"MU_Rare_PhysicalTraining;BR_Common_PhysicalTraining";;;;
346015;Target Character gains 3 boosts$<BB>.  #Draw a card.#;BR_Rare_PhysicalTraining;;;;
345967;Target Character gains <ASLEEP>. (During Dusk, ignore its statistics. During Rest, it doesn't go to Reserve and it loses Asleep.);"YZ_Rare_BeautySleep;MU_Common_BeautySleep";;;;
345987;Target Character with Hand Cost {3} or less gains <ANCHORED>. (During Rest, it doesn't go to Reserve and it loses Anchored.);"MU_Common_MeditationTraining;MU_Rare_MeditationTraining";;;;
324034;Target up to ${n} card(s) (of max hand cost of ${totalCost}) to ${effect_desc};Target;;;;
324035;Target up to ${n} card(s) to ${effect_desc};Target;;;;
324028;Target up to ${n} character(s) (of max hand cost of ${totalCost}) to ${effect_desc};Target;;;;
324029;Target up to ${n} character(s) to ${effect_desc};Target;;;;
324031;Target up to ${n} permanent(s) (of max hand cost of ${totalCost}) to ${effect_desc};Target;;;;
324032;Target up to ${n} permanent(s) to ${effect_desc};Target;;;;
336660;"Teija ""the druidess""";Altered;;;;
318163;Teija & Nauraa;MU_Common_TeijaNauraa;;;;
345591;Thankfully, he doesn't seal his contracts with a kiss.;OD_Common_TheFrogPrince;;;;
343079;The Aegis Sentinel opened the door and stepped aside to let her through, acknowledging her with a nod as she passed.;OD_Common_OrdisGatekeeper;;;;
343140;The Axiom's limited resources pushed them to reuse whatever they could.;AX_Common_AxiomSalvager;;;;
343030;The Expeditionary Corps' mobile outpost soars high, like a spinning wheel weaving the wind. ;"LY_Rare_TheOuroborosLyraBastion;AX_Rare_TheOuroborosLyraBastion";;;;
318142;The Frog Prince;OD_Common_TheFrogPrince;;;;
320903;The Hatter;LY_Common_TheHatter;;;;
341684;The Monolith, Ordis Bastion;OD_Common_TheMonolithOrdisBastion;;;;
343076;The Ordis manifest their Alteration through the use of glyphs of power.;"OD_Common_MonolithRuneScribe;OD_Rare_MonolithRuneScribe";;;;
341672;The Ouroboros, Lyra Bastion;"LY_Rare_TheOuroborosLyraBastion;AX_Rare_TheOuroborosLyraBastion";;;;
328053;The Spindle, Muna Bastion;BR_Rare_TheSpindleMunaBastion;;;;
343094;The children of Yggdrasil now take care of the world trees.;MU_Common_DaughterofYggdrasil;;;;
345990;The first Character you play each Afternoon gains 1 boost$<BB>.;MU_Common_TeijaNauraa;;;;
343078;The flow of Ordis Recruits seems to go on forever.;OD_Common_OrdisCarrier;;;;
343075;"The general who became a scholar; the scholar who became a senator.";"OD_Common_KakobaLegionCommander;OD_Rare_KakobaLegionCommander";;;;
343120;The house never loses.;LY_Common_OuroborosCroupier;;;;
317756;The opponent draws ${n} card(s);Draw;;;;
343022;The roaring waves crashed down over the charging armies, and countless soldiers vanished beneath the raging waters.;YZ_Common_KrakensWrath;;;;
343130;The terrible beast shrank and cowered before the might of the Bravos.;BR_Common_Intimidation;;;;
340256;The tiebreaker is triggered as heroes reached their companions at the same time;Notifications;;;;
343839;Then either:;Altered;;;;
343112;There's a time to be cautious, and a time to bet it all!;LY_Common_AllIn;;;;
343147;There's an enduring legend in the Suspira quarries: the existence of another type of Kelon.;AX_Common_KelonBurst;;;;
317514;This game action is impossible right now;Altered;;;;
343065;This message will self-destruct in five seconds.;YZ_Common_SpyCraft;;;;
339756;Three Little Pigs;"AX_Common_ThreeLittlePigs;AX_Rare_ThreeLittlePigs";;;;
343063;Time to kiss Kansas goodbye.;"YZ_Common_Offyougo;LY_Rare_Offyougo";;;;
339758;Together they can build more than just a stone house.;"AX_Common_ThreeLittlePigs;AX_Rare_ThreeLittlePigs";;;;
345590;Together they learn, and together they'll protect.;OD_Common_OrdisCadets;;;;
317794;Toggle help/safe mode.;Altered;;;;
336561;Token - Companion;BR_Common_Booda;;;;
336492;Token - Soldier;OD_Common_OrdisRecruit;;;;
340301;Tooth Fairy;YZ_Rare_ToothFairy;;;;
324027;Total hand cost exceeds the limit of the effect;Target;;;;
336696;Tough 1;Cards;;;;
336698;Tough 2;Cards;;;;
336700;Tough X;Cards;;;;
317518;Turn confirmation;"Gameoptions;gamepreferences";;;;
317550;Undo here;Notifications;;;;
317781;Undo last step;Altered;;;;
317520;Undoable actions confirmation;"Gameoptions;gamepreferences";;;;
345993;Up to two target Characters each gain #2 boosts$<BB>#.;MU_Rare_Nurture;;;;
345989;Up to two target Characters each gain 1 boost$<BB>.;MU_Common_Nurture;;;;
345536;Use ${consume}{COUNTER};UseCounter;;;;
320419;Wait next turn;AfterYou;;;;
323672;Waiting for other players to select cards to discard as mana;Status bar (game state);;;;
317521;Waiting for others to choose their deck;Status bar (game state);;;;
336460;Waiting for others to choose their faction;Status bar (game state);;;;
343113;Wanna play a game?;"LY_Common_Asmodeus;LY_Rare_Asmodeus";;;;
343117;We're all stories, in the end.;LY_Common_LyraSkald;;;;
343129;We've all lived through some things. But she's been through worse.;"BR_Common_HavenWarrior;BR_Rare_HavenWarrior";;;;
343143;What could possibly go wrong with an adorable little self-replicating autonomous robot?;"AX_Common_BrassbugHive;AX_Rare_BrassbugHive";;;;
345595;What do you want to do with that card?;Altered;;;;
343244;What really lies at the heart of this revolution is a ton of expertly tailored details — a new rarity system, deep evolving lore, innovative game mechanisms and design — and a phygital experience that comes along with its myriad of life-quality improvements, both for the players, tournaments organizers and store owners alike.;Gameinfos;;;;
336659;What's better than invoking fate to spice up a game? Are you ready to embrace the whims of destiny?;Altered;;;;
343056;Whatever ordeals we may face, good manners and politeness are always in fashion!;YZ_Common_AkeshaTaru;;;;
345980;When I leave the Expedition zone — Create #two# <ORDIS_RECRUIT> Soldier tokens in each of your Expeditions.;OD_Rare_JeannedArc;;;;
345972;When I leave the Expedition zone — Create an <ORDIS_RECRUIT> Soldier token in each of your Expeditions.;OD_Common_JeannedArc;;;;
343849;When I'm played from anywhere...;Altered;;;;
343850;When I'm played from hand...;Altered;;;;
343851;When I'm played from your Reserve;Altered;;;;
345979;When a Character joins your Expeditions — It gains 1 boost$<BB>.;OD_Common_TheMonolithOrdisBastion;;;;
343064;When such a terrifying being appears in your path, taking a step back is only natural.;"YZ_Common_Sakarabru;YZ_Rare_Sakarabru";;;;
343100;When the sun shines, we'll shine together.;"MU_Common_Nurture;MU_Rare_Nurture";;;;
346005;When you #roll one or more dice# — I gain 1 boost$<BB>.;LY_Rare_KadigiranMageDancer;;;;
346026;When you play a Permanent with Hand Cost {3} or more — You may exhaust me ({T}) to create a <BRASSBUG> Robot token in target Expedition.;AX_Common_SierraOddball;;;;
317787;Where do you want to play that card?;Altered;;;;
327511;Winner;"Statistics;stats";;;;
343137;Within the Spindle's trunk is the Bark Refuge, the sanctuary where the Muna converse with sentient plants.;BR_Rare_TheSpindleMunaBastion;;;;
317692;Yes;"Statistics;stats";;;;
343069;Yet beware of splinters of flax.;"YZ_Rare_BeautySleep;MU_Common_BeautySleep";;;;
341265;Yong-Su, Verdant Weaver;"MU_Common_YongSuVerdantWeaver;MU_Rare_YongSuVerdantWeaver";;;;
317801;You;Game;;;;
343838;You can activate Quick actions;Altered;;;;
343092;You can feel it in the trees, deep beneath their roots – the very heartbeat of nature.;MU_Common_Cernunnos;;;;
343087;You can't choose when and where a quick fix will be needed.;"OD_Rare_FoundryMechanic;AX_Common_FoundryMechanic;AX_Rare_FoundryMechanic";;;;
343331;You can't take an irreversible action if there is a mandatory undoable action pending;Engine;;;;
328059;You cannot pay the additional cost (Tough effect);Target;;;;
317564;You discard ${card_names};Notifications;;;;
317590;You draw ${card_names} from the deck (scoring cards);Notifications;;;;
317568;You draw ${card_names} from your deck;Notifications;;;;
320122;You draw ${card_names} from your deck (${card_name2}'s effect);Player;;;;
341677;You draw ${card_names} from your deck and must keep 1 (${card_name2}'s effect combined with The Ouroboros, Lyra Bastion);Resupply;;;;
317547;You must select the correct number of cards to put as mana;NewDayTrait;;;;
317555;You place ${card_names} as mana;Notifications;;;;
320421;You put ${card_names} from your deck in Reserve (${card_name2}'s effect);Resupply;;;;
327605;Your mana cards;Cards;;;;
336697;Your opponent's Spells and abilities that target me cost {1} more.;Cards;;;;
336699;Your opponent's Spells and abilities that target me cost {2} more.;Cards;;;;
336701;Your opponent's Spells and abilities that target me cost {X} more.;Cards;;;;
343024;Your problem is a lack of perspective.;"LY_Common_PaintPrison;LY_Rare_PaintPrison";;;;
343091;You’re nuts if you think you can keep up with this little one!;"OD_Rare_Ratatoskr;BR_Common_Ratatoskr;BR_Rare_Ratatoskr";;;;
318261;Yzmir;"Statistics;Notifications;Stats;Altered;stats";;;;
318081;Yzmir Hero;YZ_Common_AkeshaTaru;;;;
318108;Yzmir Stargazer;YZ_Common_YzmirStargazer;;;;
327600;activate {J} effect;ActivateEffect;;;;
331190;activate {J} effect of ${card_name};ActivateEffect;;;;
317513;altered_displayed;Game name;;;;
324020;discard to ${location} ${card};Discard;;;;
343884;forest;Notifications;;;;
331638;loose ${resources_desc};Loose;;;;
343885;mountain;Notifications;;;;
331193;move ${card_name} to opposite expedition;MoveCard;;;;
331192;move a character to opposite expedition;MoveCard;;;;
341679;opposite of played card;Altered;;;;
343032;put ${card} on top of it's owner deck;Discard;;;;
331976;source;Altered;;;;
343886;water;Notifications;;;;
345962;{D} : <AFTER_YOU>. (Discard me from Reserve to do this.);"YZ_Common_Alice;YZ_Rare_Alice";;;;
336525;{D} : Return another card from your Reserve to your hand. (Discard me from Reserve to do this.);LY_Common_Hathor;;;;
345988;{D} : Target Character with Hand Cost {3} or less gains <ANCHORED>. (Discard me from Reserve to do this.);"MU_Common_MunaDruid;LY_Common_TheHatter";;;;
336625;{D} : The next Permanent you play this turn costs {1} less. (Discard me from Reserve to do this.);"OD_Rare_FoundryMechanic;AX_Common_FoundryMechanic;AX_Rare_FoundryMechanic";;;;
336478;{D} : The next Spell you play this turn costs {1} less. (Discard me from Reserve to do this.);YZ_Common_StudiousDisciple;;;;
345999;{H} $<RESUPPLY>.;LY_Common_Esmeralda;;;;
345970;{H} $<SABOTAGE>.;"YZ_Rare_ToothFairy;OD_Common_OrdisSpy;LY_Common_Tanuki;AX_Common_AxiomScrambler;AX_Rare_AxiomScrambler";;;;
345984;{H} $<SABOTAGE>.  #{R} Create an <ORDIS_RECRUIT> Soldier token in my Expedition.#;OD_Rare_OrdisSpy;;;;
346008;{H} $<SABOTAGE>.  #{R} Roll a die. On a 4 or higher, <SABOTAGE>.#;LY_Rare_Tanuki;;;;
346011;{H} $<SABOTAGE>.  {R} I gain 1 boost.;BR_Common_HavenBouncer;;;;
342630;{H} Draw a card.;"YZ_Common_BabaYaga;YZ_Rare_BabaYaga";;;;
336501;{H} Each player draws a card.;MU_Common_Kitsune;;;;
345968;{H} I gain #3 boosts$<BB>#.;YZ_Rare_KadigiranAlchemist;;;;
345964;{H} I gain 2 boosts$<BB>.;YZ_Common_KadigiranAlchemist;;;;
336635;{H} Put a card from your hand in Reserve.;AX_Common_KelonElemental;;;;
346001;{H} Roll a die. On a 4 or higher, draw a card. Otherwise, $<RESUPPLY>.;LY_Common_OuroborosCroupier;;;;
336500;{H} Target opponent draws a card.;MU_Common_DaughterofYggdrasil;;;;
345992;{H} Up to one target Character gains <FLEETING_CHAR>. (If it would be sent to Reserve, discard it instead.);"MU_Rare_LyraClothDancer;LY_Common_LyraClothDancer";;;;
336468;{H} You may send target Character to Reserve.;"YZ_Common_DorothyGale;BR_Rare_DorothyGale";;;;
336475;{H} Your opponent's Expedition facing mine moves backwards one region.;"YZ_Common_Sakarabru;YZ_Rare_Sakarabru";;;;
346022;{J} Create a <BRASSBUG> Robot token in target Expedition.  At Noon — Create a <BRASSBUG> Robot token in target Expedition.;AX_Common_BrassbugHive;;;;
346028;{J} Create a <BRASSBUG> Robot token in target Expedition.  At Noon — Create a <BRASSBUG> Robot token in target Expedition.  #When a Robot joins your Expeditions — It gains 1 boost.#;AX_Rare_BrassbugHive;;;;
345974;{J} Create an <ORDIS_RECRUIT> Soldier token in my Expedition.;OD_Common_OrdisCadets;;;;
345976;{J} Create an <ORDIS_RECRUIT> Soldier token in your other Expedition.;OD_Common_OrdisGatekeeper;;;;
345986;{J} I gain $<ANCHORED>.;"MU_Common_ConiferalConeman;MU_Common_SneezerShroom;MU_Common_SpindleHarvesters;MU_Rare_ConiferalConeman";;;;
345996;{J} I gain $<ANCHORED>.  #At Noon — I gain 1 boost$<BB>.#;MU_Rare_SneezerShroom;;;;
346010;{J} I gain <FLEETING_CHAR>. (If I would be sent to Reserve, discard me instead.);"BR_Common_BravosTracer;BR_Rare_BravosTracer";;;;
346023;{J} I gain three Kelon counters.  At Noon — You may pay {1} and spend one of my Kelon counters to create a <BRASSBUG> Robot token in target Expedition.;AX_Common_BrassbugHub;;;;
345981;{J} If you control three or more other Characters, I gain #3 boosts$<BB>#. (Cards in Reserve are not controlled.);OD_Rare_KakobaLegionCommander;;;;
345973;{J} If you control three or more other Characters, I gain 2 boosts$<BB>. (Cards in Reserve are not controlled.);OD_Common_KakobaLegionCommander;;;;
346030;{J} If you control two or more Landmarks, I gain #2 boosts$<BB>#. (Cards in Reserve are not controlled.);AX_Rare_ThreeLittlePigs;;;;
346027;{J} If you control two or more Landmarks, I gain 1 boost$<BB>. (Cards in Reserve are not controlled.);AX_Common_ThreeLittlePigs;;;;
345991;{J} If you control two or more Plants, I gain 2 boosts$<BB>. (Cards in Reserve are not controlled.);"MU_Common_YongSuVerdantWeaver;MU_Rare_YongSuVerdantWeaver";;;;
346006;{J} Roll a die. On a 4 or higher, I gain #3 boosts#. Otherwise, I gain 1 boost$<BB>.;LY_Rare_OuroborosTrickster;;;;
345998;{J} Roll a die. On a 4 or higher, I gain $<ANCHORED>. Otherwise, I gain 3 boosts$<BB>.;"LY_Common_Asmodeus;LY_Rare_Asmodeus";;;;
346002;{J} Roll a die. On a 4 or higher, I gain 2 boosts. Otherwise, I gain 1 boost$<BB>.;LY_Common_OuroborosTrickster;;;;
345985;{R} #Create two <ORDIS_RECRUIT> Soldier tokens in my Expedition.#;OD_Rare_Ratatoskr;;;;
346021;{R} $<RESUPPLY>.;AX_Common_AxiomSalvager;;;;
346024;{R} Create a <BRASSBUG> Robot token in target Expedition.;AX_Common_FoundryArmorer;;;;
346016;{R} I gain #3 boosts$<BB>#.;BR_Rare_Ratatoskr;;;;
346018;{R} I gain 2 boosts$<BB> #and lose <FLEETING_CHAR>#.;BR_Rare_SunWukong;;;;
346012;{R} I gain 2 boosts$<BB>.;"BR_Common_HavenTrainee;BR_Common_Ratatoskr;BR_Common_SunWukong";;;;
345961;{T} : $<AFTER_YOU>. You can only activate this if you are the first player.;YZ_Common_AkeshaTaru;;;;
346000;{T} : Target a Character you control, then roll a die. On a:  • 6+, it gains <ANCHORED>. (During Rest, it doesn't go to Reserve and it loses Anchored.)  • 2-5, it gains 1 boost$<BB>.  • 1, send it to Reserve.;LY_Common_NevenkaBlotch;;;;
